Gene,mut.rate,dn.LoF,case.LoF,ctrl.LoF,trans.LoF,ntrans.LoF,dn.mis3,case.mis3,ctrl.mis3,trans.mis3,ntrans.mis3,BF.dn,BF,qvalue.dn,qvalue,pval.TADA
SOX15,1.15E-05,0,0,0,0,0,0,0,6,1,0,0.876327098,0.483432701,0.908910474,0.929411323,0.560586069
RHBDD2,1.14E-05,0,0,0,0,0,0,3,9,0,1,0.87712834,0.483411871,0.908571078,0.929415201,0.560627168
CYSLTR1,1.15E-05,0,0,0,0,0,0,0,3,0,0,0.876126912,0.483364699,0.908994446,0.92941908,0.560778223
RND3,1.14E-05,0,0,0,0,0,0,1,6,1,0,0.87712834,0.483349538,0.908577657,0.929422957,0.560797438
VAPA,1.14E-05,0,0,0,0,0,0,2,4,0,0,0.877328775,0.48334298,0.908439029,0.929426834,0.560813985
SEC62,1.20E-05,0,0,0,0,0,0,0,10,0,1,0.871038935,0.483338188,0.911338629,0.92943071,0.560827862
HSD17B6,1.28E-05,0,0,1,2,4,0,2,5,1,0,0.863220894,0.483331518,0.914104556,0.929434586,0.560850814
OR52E6,1.07E-05,0,0,0,0,2,0,6,13,5,2,0.884678855,0.483328081,0.90442953,0.92943846,0.56085882
RS1,1.15E-05,0,0,0,0,0,0,0,2,0,0,0.876327098,0.483322493,0.908904,0.929442334,0.560895116
ANP32A,1.05E-05,0,0,0,0,0,0,0,0,0,0,0.886501479,0.483308318,0.903068836,0.929446208,0.561021084
PPTC7,1.05E-05,0,0,0,0,0,0,0,0,0,0,0.886501479,0.483308318,0.903128279,0.92945008,0.561021084
TMEM11,1.14E-05,0,0,0,0,0,0,1,3,0,0,0.876827781,0.483294143,0.908689189,0.929453952,0.561069122
OR2M3,1.15E-05,0,0,0,0,0,0,0,3,1,1,0.876627471,0.483278362,0.908761042,0.929457824,0.561099013
ANP32C,1.05E-05,0,0,0,0,0,0,0,0,0,0,0.886400115,0.483253055,0.903153706,0.929461694,0.561181745
FAM109A,1.14E-05,0,0,0,0,0,0,3,6,0,1,0.877429011,0.483249247,0.908332761,0.929465564,0.56122071
TMEM61,1.15E-05,0,0,0,0,0,0,0,2,1,1,0.87672762,0.483238936,0.908721881,0.929469434,0.561250067
PCCB,2.32E-05,0,1,3,0,0,0,9,19,4,0,0.767288223,0.483230072,0.930606347,0.929473302,0.561283694
OR4K5,1.06E-05,0,0,2,0,0,0,2,6,1,0,0.88569092,0.483223484,0.903639699,0.92947717,0.561299173
GPR142,2.29E-05,0,1,3,0,0,0,6,17,7,6,0.769544382,0.483216574,0.930423491,0.929481037,0.561305044
BEAN1,1.05E-05,0,0,0,0,0,0,0,0,0,0,0.886298764,0.4831978,0.903280407,0.929484904,0.561484921
C17orf99,1.05E-05,0,0,0,0,0,0,0,0,0,0,0.886298764,0.4831978,0.903288829,0.92948877,0.561484921
ERAS,1.05E-05,0,0,0,0,0,0,0,0,0,0,0.886298764,0.4831978,0.903314073,0.929492635,0.561484921
RPL18,1.14E-05,0,0,0,0,0,0,0,5,3,2,0.877328775,0.483194041,0.908425777,0.929496499,0.561531892
H1FOO,1.15E-05,0,0,0,0,0,0,1,2,0,1,0.876627471,0.483183735,0.908754521,0.929500363,0.56160395
VKORC1L1,1.05E-05,0,0,0,0,0,0,0,0,0,0,0.886197425,0.483142552,0.903406392,0.929504226,0.56172031
CDCA3,1.06E-05,0,0,1,0,1,0,1,6,4,0,0.885285943,0.483134112,0.903960666,0.929508089,0.561726181
LHFPL2,1.19E-05,0,0,0,0,0,0,1,15,1,0,0.87183492,0.48310385,0.910980413,0.929511951,0.561836669
SCN2B,1.15E-05,0,0,0,0,0,0,1,11,2,0,0.876126912,0.483056216,0.909052372,0.929515812,0.562030424
HCCS,1.15E-05,0,0,0,0,0,0,0,2,0,0,0.875826726,0.483046522,0.909161335,0.929519673,0.562060315
MDFI,1.14E-05,0,0,0,0,0,0,5,8,0,1,0.87752926,0.483003633,0.908299437,0.929523534,0.562163864
OR11H4,1.10E-05,0,0,2,0,0,0,2,17,2,2,0.881045822,0.482994614,0.906510397,0.929527393,0.562173472
CXXC4,1.05E-05,0,0,0,0,0,0,0,0,0,0,0.885893484,0.482976847,0.903564967,0.929531252,0.562255137
OR4M2,1.07E-05,0,0,2,0,0,0,1,7,1,0,0.884476593,0.482972631,0.904588919,0.929535111,0.562288231
OR52H1,1.18E-05,0,0,0,0,0,0,5,5,3,1,0.873130082,0.482948388,0.910442406,0.929538968,0.562360822
PCGF3,1.06E-05,0,0,2,0,0,0,4,6,0,1,0.885387169,0.482926759,0.903919775,0.929542826,0.562371497
PLK1,3.49E-05,0,0,1,0,0,0,3,5,4,5,0.672765649,0.482913957,0.935717546,0.929546682,0.562389111
TNFRSF25,2.32E-05,0,0,2,1,1,0,1,4,0,0,0.76694176,0.482903128,0.930644491,0.929550538,0.562435015
FAM176B,1.16E-05,0,0,0,0,0,0,0,4,0,0,0.87492684,0.482898601,0.909622634,0.929554393,0.562465973
PMVK,1.07E-05,0,0,2,0,0,0,3,5,3,1,0.88407222,0.482890538,0.904888584,0.929558247,0.562480384
TDRD5,3.51E-05,0,0,1,0,0,0,1,6,7,3,0.671565222,0.482889183,0.935748502,0.929562101,0.562484121
RAB39A,1.06E-05,0,0,0,0,0,0,0,0,0,0,0.88569092,0.482866412,0.903664555,0.929565954,0.562615959
VCX3A,1.06E-05,0,0,0,0,0,0,0,0,0,0,0.88569092,0.482866412,0.903714181,0.929569806,0.562615959
SPATS1,1.17E-05,0,0,0,0,0,0,0,4,0,1,0.874427337,0.482862384,0.909950917,0.929573658,0.562625567
HUS1,1.08E-05,0,0,2,0,0,0,1,9,2,3,0.883567036,0.482850258,0.905114557,0.929577509,0.562665065
SPRY1,1.15E-05,0,0,0,0,0,0,1,4,2,2,0.87672762,0.482840583,0.908715347,0.929581359,0.562711503
PNPLA4,1.15E-05,0,0,0,0,0,0,1,4,0,0,0.875826726,0.482836917,0.909199651,0.929585209,0.562735522
CD9,1.16E-05,0,0,0,0,0,0,1,6,2,5,0.875726689,0.482835552,0.909206031,0.929589058,0.562742994
NANOS3,1.16E-05,0,0,0,0,0,0,2,1,1,0,0.875726689,0.482829938,0.909212408,0.929592906,0.562760608
CSHL1,1.08E-05,0,0,2,0,0,0,0,2,0,0,0.883668048,0.482821588,0.905029113,0.929596753,0.562826795
PGPEP1,1.16E-05,0,0,0,0,0,0,0,3,0,0,0.875126728,0.482812891,0.909541263,0.9296006,0.562848145
SLC9A3R2,1.14E-05,0,0,0,0,0,0,2,9,4,6,0.877429011,0.482810836,0.908372677,0.929604446,0.562872164
FGF3,1.15E-05,0,0,0,0,0,0,0,5,3,1,0.876627471,0.482785428,0.908741471,0.929608292,0.562940486
SPACA1,1.17E-05,0,0,0,0,0,0,2,9,0,1,0.874727001,0.482781141,0.909771965,0.929612136,0.562963971
SHISA3,1.17E-05,0,0,0,0,0,0,0,5,0,0,0.874227623,0.482752101,0.910024496,0.929615981,0.563006138
USP10,3.48E-05,0,0,1,0,0,0,6,14,2,3,0.6735171,0.482683935,0.935704284,0.929619825,0.563194556
MAGEB16,1.06E-05,0,0,0,0,0,0,0,0,0,0,0.885285943,0.482645624,0.903985164,0.929623668,0.563507873
NAT8B,1.06E-05,0,0,0,0,0,0,0,0,0,0,0.885285943,0.482645624,0.904001481,0.929627511,0.563507873
OR8G2,1.06E-05,0,0,0,0,0,0,0,0,0,0,0.885285943,0.482645624,0.904042218,0.929631352,0.563507873
PRR23C,1.06E-05,0,0,0,0,0,0,0,0,0,0,0.885285943,0.482645624,0.904050356,0.929635194,0.563507873
C8G,1.07E-05,0,0,2,0,0,0,1,3,1,3,0.88407222,0.482628174,0.904833691,0.929639034,0.563580464
HDGF,1.14E-05,0,0,0,0,0,0,4,13,3,2,0.87752926,0.482610564,0.908292766,0.929642874,0.563624766
OR52N5,1.15E-05,0,0,0,0,0,0,1,3,1,2,0.875926776,0.482607246,0.909129349,0.929646713,0.563643982
C8B,2.31E-05,0,1,2,0,1,0,2,14,8,3,0.768155124,0.482601708,0.93050967,0.929650552,0.563695757
PTCD1,3.58E-05,0,1,1,1,3,0,6,25,8,8,0.666043446,0.482591738,0.935935572,0.92965439,0.563705898
RGS7BP,1.16E-05,0,0,0,0,0,0,1,3,0,2,0.875126728,0.482588992,0.909547533,0.929658227,0.563742728
ING5,1.16E-05,0,0,0,0,0,0,0,2,1,0,0.875626665,0.482581115,0.909250631,0.929662063,0.563776888
OR5M10,1.15E-05,0,0,0,0,0,0,1,1,3,3,0.875826726,0.482580466,0.909193271,0.929665899,0.563783827
TMEM176B,1.07E-05,0,0,2,0,0,0,0,5,2,1,0.883971158,0.482573003,0.904943339,0.929669734,0.563804644
ATP5C1,1.16E-05,0,0,0,0,0,0,0,1,0,0,0.875126728,0.482551226,0.909503595,0.929673569,0.56388791
RAET1G,1.17E-05,0,0,0,0,0,0,0,4,1,2,0.874727001,0.482549995,0.909765766,0.929677402,0.563897518
OR4F21,1.06E-05,0,0,0,0,0,0,0,0,0,0,0.88508353,0.482535272,0.904172077,0.929681235,0.564055511
TMEM236,1.06E-05,0,0,0,0,0,0,0,0,0,0,0.88508353,0.482535272,0.90419634,0.929685068,0.564055511
CAPZA1,1.17E-05,0,0,0,0,0,0,0,4,0,1,0.873828344,0.482531617,0.910134359,0.929688899,0.564066186
HSD3B7,1.06E-05,0,0,2,0,0,0,3,14,3,1,0.88518473,0.482531529,0.904074754,0.92969273,0.564068855
HSPB7,1.15E-05,0,0,0,0,0,0,2,5,1,0,0.876126912,0.482530871,0.909007334,0.92969656,0.564084334
HES7,1.16E-05,0,0,0,0,0,0,3,2,0,0,0.875526652,0.482524473,0.909307825,0.92970039,0.564098746
OR1G1,1.16E-05,0,0,0,0,0,0,2,16,3,1,0.875126728,0.482498447,0.909528715,0.929704219,0.564182012
CGB2,1.06E-05,0,0,0,0,0,0,0,0,0,0,0.884982342,0.482480105,0.904212501,0.929708047,0.564270616
GAS1,1.16E-05,0,0,0,0,0,0,1,3,0,0,0.875326665,0.482466751,0.909390157,0.929711875,0.564322391
CARD16,4.10E-06,0,2,4,1,3,0,2,2,2,0,0.953817006,0.482456994,0.810523306,0.929715702,0.564336803
UNCX,1.16E-05,0,0,0,0,0,0,0,1,0,0,0.87492684,0.482441006,0.909697442,0.929719528,0.564402455
SPATA18,2.55E-05,0,2,6,1,0,0,4,12,3,3,0.747724444,0.482422229,0.932099403,0.929723354,0.564428076
OR2L3,1.08E-05,0,0,2,0,0,0,0,2,1,1,0.883466037,0.482407279,0.905184217,0.929727179,0.564456899
ABHD13,1.16E-05,0,0,0,0,0,0,1,2,3,1,0.875126728,0.482403964,0.90949731,0.929731003,0.564463838
GSTT1,1.16E-05,0,0,0,0,0,0,1,0,0,0,0.87522669,0.482388931,0.909453259,0.929734827,0.564536429
RPF2,1.09E-05,0,0,0,0,2,0,2,4,4,1,0.88255761,0.482387539,0.905763676,0.92973865,0.564539098
LYPLA2,1.16E-05,0,0,0,0,0,0,0,0,0,1,0.874826914,0.482385906,0.909728527,0.929742472,0.564576995
AREG,1.07E-05,0,0,0,0,0,0,0,0,0,0,0.884780005,0.482369794,0.904333336,0.929746294,0.56472538
ATP6V0C,1.07E-05,0,0,0,0,0,0,0,0,0,0,0.884780005,0.482369794,0.904341368,0.929750115,0.56472538
RALGPS1,2.32E-05,0,1,3,0,0,0,4,11,4,2,0.767461518,0.482360949,0.930595433,0.929753935,0.564756338
TAS2R38,1.16E-05,0,0,0,0,0,0,0,2,2,1,0.875526652,0.482356978,0.909320513,0.929757755,0.56479637
TGIF2,1.09E-05,0,0,2,0,0,0,0,0,0,2,0.882759395,0.482325115,0.905665658,0.929761574,0.564844943
NUDT14,1.06E-05,0,0,0,0,2,0,5,12,4,3,0.884881167,0.482305228,0.904285081,0.929765393,0.564910061
RBM5,3.50E-05,0,0,0,0,1,0,3,7,1,2,0.672015109,0.482280755,0.93573966,0.92976921,0.565025354
TOMM34,1.19E-05,0,0,0,0,0,0,0,6,1,4,0.872133618,0.482277663,0.910875167,0.929773028,0.56503336
LRRC56,2.37E-05,0,1,3,0,0,0,0,9,1,2,0.762969642,0.482275857,0.930944965,0.929776844,0.565034961
NRSN2,1.09E-05,0,0,2,0,0,0,0,6,1,0,0.882456736,0.482269691,0.905831274,0.92978066,0.565052042
SPZ1,1.30E-05,0,1,4,1,1,0,1,6,3,2,0.861646807,0.482262858,0.91460228,0.929784475,0.565068054
TMEM215,1.16E-05,0,0,0,0,0,0,1,4,2,3,0.875626665,0.482256593,0.909288778,0.929788289,0.565113424
OR9G1,1.17E-05,0,0,0,0,0,0,0,1,0,0,0.874527213,0.482220649,0.909877067,0.929792103,0.565290099
OR9G9,1.17E-05,0,0,0,0,0,0,0,1,0,0,0.874527213,0.482220649,0.909883232,0.929795916,0.565290099
SRSF10,1.07E-05,0,0,0,0,0,0,0,0,0,0,0.884476593,0.482204378,0.904604793,0.929799729,0.565365893
HEXIM2,1.17E-05,0,0,0,0,0,0,1,4,0,1,0.874427337,0.482203313,0.909920181,0.929803541,0.565386709
MSL1,1.16E-05,0,0,0,0,0,0,1,4,1,0,0.87522669,0.482184887,0.909459558,0.929807352,0.565418735
DNAJB4,1.17E-05,0,0,0,0,0,0,0,1,0,0,0.874327474,0.482110511,0.90995706,0.929811163,0.565615159
C10orf81,1.07E-05,0,0,2,0,0,0,6,13,5,5,0.884375481,0.482108382,0.90463651,0.929814973,0.565618895
ALKBH2,1.20E-05,0,0,0,0,0,0,2,12,0,1,0.871635849,0.482095221,0.911038639,0.929818782,0.565649853
HIST2H2AA3,1.07E-05,0,0,0,0,0,0,0,0,0,0,0.884274381,0.482094135,0.904707701,0.929822591,0.565860689
HIST2H2AA4,1.07E-05,0,0,0,0,0,0,0,0,0,0,0.884274381,0.482094135,0.904715597,0.929826399,0.565860689
OR11H1,1.07E-05,0,0,0,0,0,0,0,0,0,0,0.884274381,0.482094135,0.90473138,0.929830207,0.565860689
UPK3BL,1.07E-05,0,0,0,0,0,0,0,0,0,0,0.884274381,0.482094135,0.904762911,0.929834013,0.565860689
CRYM,1.17E-05,0,0,0,0,0,0,1,3,0,0,0.874627101,0.482081162,0.909809125,0.929837819,0.565892714
OR6A2,1.14E-05,0,0,0,0,0,0,7,22,3,1,0.877429011,0.482061313,0.908352729,0.929841625,0.565962637
PCMTD1,1.17E-05,0,0,0,0,0,0,0,1,0,0,0.874227623,0.482055453,0.910012253,0.92984543,0.566009608
C15orf2,4.83E-05,0,0,2,1,0,0,4,11,7,6,0.579854593,0.482043851,0.938009034,0.929849234,0.566046437
CTSS,1.18E-05,0,0,0,0,0,0,0,3,0,0,0.873728555,0.482041511,0.910170849,0.929853037,0.566072591
RAB24,1.17E-05,0,0,0,0,0,0,0,3,1,0,0.874427337,0.481971055,0.909944774,0.92985684,0.566238057
PPIB,1.17E-05,0,0,0,0,0,0,3,6,0,3,0.874727001,0.481935909,0.90975336,0.929860643,0.566398719
BMI1,1.07E-05,0,0,0,0,0,0,0,0,0,0,0.883971158,0.481928822,0.904912067,0.929864445,0.566471844
PRELID1,1.09E-05,0,0,2,0,0,0,1,0,0,0,0.88255761,0.48188855,0.905756153,0.929868246,0.566567921
PGAP3,1.19E-05,0,0,0,0,0,0,5,9,6,4,0.872133618,0.48188126,0.910851703,0.929872047,0.566580197
BOK,1.16E-05,0,0,0,0,0,0,3,2,1,3,0.874826914,0.481863974,0.909709881,0.929875847,0.566601014
CD79B,1.17E-05,0,0,0,0,0,0,1,2,0,1,0.874227623,0.481860976,0.909987741,0.929879646,0.566621831
ANKRD39,1.08E-05,0,0,1,0,1,0,1,7,3,0,0.88336505,0.481823813,0.905207387,0.929883445,0.566689085
SETD9,1.18E-05,0,0,0,0,0,0,1,7,0,0,0.87293069,0.481783569,0.910514196,0.929887243,0.566794769
ETFA,1.09E-05,0,0,2,0,0,0,2,5,0,0,0.882658496,0.48177638,0.905680766,0.929891041,0.566827862
DERL1,1.16E-05,0,0,0,0,0,0,2,10,3,2,0.875326665,0.481772702,0.909383836,0.929894838,0.566840673
FAM131C,1.18E-05,0,0,0,0,0,0,0,3,0,0,0.873229796,0.481766342,0.9103944,0.929898634,0.566879637
LPAR6,1.18E-05,0,0,0,0,0,0,2,7,0,1,0.873728555,0.481766172,0.910182998,0.92990243,0.566888711
ZGLP1,1.17E-05,0,0,0,0,0,0,1,2,0,0,0.874127785,0.481755043,0.910073397,0.929906225,0.566931946
NAA10,1.08E-05,0,0,0,0,0,0,0,0,0,0,0.883567036,0.4817085,0.905130056,0.92991002,0.567112357
FAM57A,1.09E-05,0,0,2,0,0,0,1,6,2,2,0.882658496,0.48165702,0.905688317,0.929913814,0.567281025
C21orf58,9.96E-06,0,0,2,0,0,0,0,0,0,0,0.89178982,0.481652787,0.899747602,0.929917607,0.567320523
HTR1F,1.19E-05,0,0,0,0,0,0,1,10,1,1,0.872133618,0.481646488,0.91083996,0.9299214,0.567345076
RALYL,1.17E-05,0,0,0,0,0,0,0,4,2,2,0.874027959,0.481641045,0.910097804,0.929925192,0.567397385
PBLD,1.17E-05,0,0,0,0,0,0,1,5,3,1,0.874627101,0.481631818,0.909840036,0.929928983,0.567467841
MAGEA1,1.18E-05,0,0,0,0,0,0,0,1,0,0,0.873329523,0.481560234,0.910364338,0.929932774,0.567673339
PHLDA2,1.18E-05,0,0,0,0,0,0,0,1,0,1,0.873130082,0.481559236,0.910448398,0.929936565,0.56769629
TARM1,1.08E-05,0,0,0,0,0,0,0,0,0,0,0.883264076,0.481543331,0.905322868,0.929940354,0.567819589
TLCD2,1.08E-05,0,0,0,0,0,0,0,0,0,0,0.883264076,0.481543331,0.905338218,0.929944143,0.567819589
GTF2A1,1.18E-05,0,0,0,0,0,0,0,5,1,0,0.873229796,0.481542928,0.910400407,0.929947932,0.567834534
CD99L2,1.18E-05,0,0,0,0,0,0,1,5,0,0,0.873130082,0.481487941,0.910412416,0.92995172,0.567990926
UBE2J2,1.17E-05,0,0,0,0,0,0,1,2,1,0,0.873828344,0.481471556,0.910152612,0.929955507,0.568029891
RASL11A,1.19E-05,0,0,0,0,0,0,3,1,1,0,0.872432427,0.481466393,0.910710306,0.929959293,0.568036296
PRRG3,1.19E-05,0,0,0,0,0,0,0,3,0,0,0.872631695,0.481436366,0.910627348,0.92996308,0.568117427
FFAR1,1.12E-05,0,0,0,0,2,0,0,6,0,1,0.87893405,0.481427565,0.907628351,0.929966865,0.568136643
RAB11FIP3,3.55E-05,0,0,1,0,0,0,3,19,3,4,0.668276034,0.481421986,0.935863415,0.92997065,0.56814625
ELOVL4,1.18E-05,0,0,0,0,0,0,0,1,1,0,0.873529014,0.4814176,0.910255736,0.929974434,0.568186282
ARF6,1.08E-05,0,0,0,0,0,0,0,0,0,0,0.88296123,0.481378223,0.905460635,0.929978217,0.568362957
TSPAN7,1.08E-05,0,0,0,0,0,0,0,0,0,0,0.88296123,0.481378223,0.905506365,0.929982,0.568362957
HOXD11,1.18E-05,0,0,0,0,0,0,1,1,1,2,0.873728555,0.481366346,0.910176925,0.929985782,0.568416333
MYO5C,7.12E-05,0,6,10,2,2,0,10,44,3,7,0.451748814,0.481333226,0.939602343,0.929989564,0.568492661
DBP,1.18E-05,0,0,0,0,0,0,1,5,0,0,0.872831013,0.481323019,0.910526138,0.929993345,0.56852949
CGB,1.09E-05,0,0,0,0,0,0,0,0,0,0,0.882759395,0.481268185,0.90557478,0.929997125,0.568926608
CGB5,1.09E-05,0,0,0,0,0,0,0,0,0,0,0.882759395,0.481268185,0.905582368,0.930000905,0.568926608
CGB8,1.09E-05,0,0,0,0,0,0,0,0,0,0,0.882759395,0.481268185,0.905589954,0.930004685,0.568926608
OR4F16,1.09E-05,0,0,0,0,0,0,0,0,0,0,0.882759395,0.481268185,0.90563541,0.930008463,0.568926608
OR4F29,1.09E-05,0,0,0,0,0,0,0,0,0,0,0.882759395,0.481268185,0.905642976,0.930012241,0.568926608
OR4F3,1.09E-05,0,0,0,0,0,0,0,0,0,0,0.882759395,0.481268185,0.905650539,0.930016018,0.568926608
PPAPDC1A,1.22E-05,0,0,0,0,0,0,2,7,7,0,0.869052431,0.481229764,0.912134789,0.930019794,0.568999733
GDNF,1.18E-05,0,0,0,0,0,0,2,1,1,3,0.873628778,0.481219433,0.9102194,0.93002357,0.569015212
CCDC149,1.17E-05,0,0,0,0,0,0,3,8,3,3,0.874527213,0.4812092,0.909846213,0.930027346,0.56905044
SRSF12,1.18E-05,0,0,0,0,0,0,1,3,1,0,0.873429263,0.481201456,0.910340255,0.93003112,0.569111823
SERTAD1,1.18E-05,0,0,0,0,0,0,0,1,2,0,0.873130082,0.481180419,0.910454389,0.930034894,0.569163598
CEBPB,1.19E-05,0,0,0,0,0,0,0,2,0,1,0.872133618,0.481161574,0.910828209,0.930038668,0.569218575
RFX6,3.52E-05,0,0,1,0,0,0,2,7,3,2,0.670516757,0.48108589,0.935791251,0.930042441,0.569344009
OR10H3,1.10E-05,0,0,0,0,2,0,0,2,1,1,0.881045822,0.481085746,0.906503129,0.930046213,0.569353082
SLC28A2,2.36E-05,0,0,2,1,1,0,3,13,2,5,0.763486474,0.481071115,0.930907448,0.930049985,0.569406459
LOC649330,1.19E-05,0,0,0,0,0,0,0,1,0,0,0.872432427,0.481065569,0.910692559,0.930053756,0.569445957
MORC3,3.55E-05,0,0,1,0,0,0,0,3,0,2,0.668276034,0.481038378,0.935857526,0.930057527,0.569484388
LURAP1,1.19E-05,0,0,0,0,0,0,0,2,0,0,0.872133618,0.481009654,0.910845832,0.930061297,0.569599146
CLTA,1.19E-05,0,0,0,0,0,0,0,3,1,2,0.872233208,0.480993359,0.910769347,0.930065066,0.569648786
BRCC3,1.09E-05,0,0,0,0,0,0,0,0,0,0,0.882255027,0.480993211,0.905898656,0.930068835,0.56975447
PRR23A,1.09E-05,0,0,0,0,0,0,0,0,0,0,0.882255027,0.480993211,0.905950921,0.930072603,0.56975447
TMEM127,1.18E-05,0,0,0,0,0,0,3,7,0,1,0.873130082,0.480947174,0.910460377,0.93007637,0.56986656
PEX19,1.20E-05,0,0,0,0,0,0,1,9,2,4,0.871337337,0.480935812,0.911177677,0.930080137,0.569872965
GUCA1A,1.15E-05,0,0,2,0,0,0,0,10,1,2,0.876327098,0.480909934,0.908858623,0.930083903,0.569929544
DIO2,1.23E-05,0,0,0,0,0,0,0,12,2,3,0.867862893,0.480902858,0.912553024,0.930087669,0.569949293
SPINT2,1.11E-05,0,0,2,0,0,0,1,7,1,1,0.880341286,0.480880986,0.906870671,0.930091434,0.569997331
CD40,1.19E-05,0,0,0,0,0,0,2,1,0,1,0.872731348,0.480867121,0.910544036,0.930095198,0.570027222
CTDSPL,1.19E-05,0,0,0,0,0,0,0,2,0,0,0.87183492,0.480844913,0.910957074,0.930098962,0.5701249
OR6X1,1.10E-05,0,0,0,0,2,0,1,4,1,1,0.880945137,0.480841187,0.906553949,0.930102726,0.570132906
SRA1,1.12E-05,0,0,1,0,1,0,1,9,1,2,0.878833626,0.480815876,0.907710858,0.930106488,0.570202295
FHL1,1.20E-05,0,0,0,0,0,0,0,2,0,0,0.871735378,0.480790013,0.911003724,0.93011025,0.570266346
SBSN,1.19E-05,0,0,0,0,0,0,2,9,2,3,0.872731348,0.480765766,0.910573831,0.930114012,0.570327729
RPS5,1.19E-05,0,0,0,0,0,0,0,3,1,0,0.872233208,0.480761685,0.910810568,0.930117772,0.570359221
SIGMAR1,1.19E-05,0,0,0,0,0,0,2,5,0,0,0.872432427,0.480681973,0.910716217,0.930121533,0.570500133
E2F6,1.12E-05,0,0,1,0,1,0,0,2,0,2,0.879034485,0.480636649,0.907552427,0.930125293,0.570663998
FNDC4,1.19E-05,0,0,0,0,0,0,0,3,1,1,0.87183492,0.480636263,0.910962912,0.930129053,0.570685348
HNRNPA1L2,1.20E-05,0,0,0,0,0,0,1,5,0,0,0.871536333,0.480609067,0.911096691,0.930132811,0.570771284
EIF4E1B,1.13E-05,0,0,2,0,0,0,4,3,2,1,0.878632817,0.480608721,0.907772526,0.930136569,0.570771817
ZNF187,1.10E-05,0,0,0,0,0,0,0,0,0,0,0.881549438,0.480608534,0.906239827,0.930140327,0.57082466
KLK7,1.18E-05,0,0,0,0,0,0,1,7,3,3,0.872831013,0.480588329,0.910532105,0.930144084,0.570866827
MAG,3.56E-05,0,0,1,0,0,0,6,21,1,4,0.667530936,0.480576548,0.935879619,0.93014784,0.570889245
RGN,1.20E-05,0,0,0,0,0,0,0,3,0,0,0.871038935,0.480557631,0.911332905,0.930151596,0.570942621
RAD51,1.19E-05,0,0,0,0,0,0,1,3,1,0,0.872133618,0.480487642,0.910869304,0.930155351,0.571108086
RHBDD1,1.19E-05,0,0,0,0,0,0,3,4,2,3,0.872532055,0.480481631,0.910657015,0.930159106,0.571144916
OR4D2,1.20E-05,0,0,0,0,0,0,0,1,0,0,0.871337337,0.480461728,0.911171904,0.93016286,0.571235655
CRHR1,1.21E-05,0,0,0,0,0,0,1,11,1,0,0.869945747,0.48043821,0.911746476,0.930166613,0.57128316
TMEM189,1.21E-05,0,0,0,0,0,0,0,4,0,0,0.870442466,0.480423539,0.911526628,0.930170366,0.571342407
FOSL1,1.10E-05,0,0,2,0,0,0,5,8,0,3,0.88114652,0.480411551,0.906408423,0.930174118,0.571372298
SCAMP5,1.19E-05,0,0,0,0,0,0,1,4,1,0,0.871934473,0.48037112,0.910945393,0.93017787,0.571459301
NAA11,1.11E-05,0,0,2,0,0,0,2,3,1,3,0.880441896,0.480359673,0.90676323,0.930181621,0.57150894
FAM71F1,1.34E-05,0,2,5,0,0,0,0,9,4,3,0.857725228,0.480359333,0.915839265,0.930185371,0.571514278
MESDC2,1.20E-05,0,0,0,0,0,0,1,5,1,3,0.87113839,0.480337978,0.911264072,0.930189121,0.571580998
CHMP4B,1.20E-05,0,0,0,0,0,0,1,1,0,0,0.871536333,0.480319397,0.911090894,0.93019287,0.571637043
FBXO28,1.20E-05,0,0,0,0,0,0,1,4,0,0,0.871237857,0.480307107,0.911218043,0.930196619,0.571670136
U2AF1,1.20E-05,0,0,0,0,0,0,0,1,0,0,0.871038935,0.480297187,0.911344352,0.930200367,0.571715506
CBLN4,1.20E-05,0,0,0,0,0,0,0,2,0,0,0.870840063,0.480296217,0.911390078,0.930204114,0.571736856
PCGF1,1.20E-05,0,0,0,0,0,0,0,1,1,0,0.871436829,0.480264559,0.911143009,0.930207861,0.571782226
TCF21,1.20E-05,0,0,0,0,0,0,1,0,0,0,0.871337337,0.48024528,0.911189218,0.930211607,0.571844142
GPR65,1.22E-05,0,0,0,0,0,0,2,3,4,1,0.869747146,0.480231315,0.911863806,0.930215353,0.571860689
FLOT2,2.38E-05,0,0,2,1,1,0,2,11,2,4,0.762195108,0.48022214,0.931014427,0.930219097,0.571864959
MAPRE3,1.21E-05,0,0,0,0,0,0,0,4,0,0,0.870045066,0.480204202,0.911707203,0.930222842,0.571943421
GTF2H3,1.11E-05,0,0,2,0,0,0,3,3,0,4,0.880039529,0.480162388,0.907055595,0.930226585,0.571996797
HVCN1,1.19E-05,0,0,0,0,0,0,2,5,1,1,0.87183492,0.480146024,0.910974581,0.930230329,0.572047505
AP5S1,1.21E-05,0,0,0,0,0,0,0,1,0,0,0.870740645,0.480132708,0.911407199,0.930234071,0.572130238
FLT3LG,1.21E-05,0,0,0,0,0,0,0,1,0,0,0.870740645,0.480132708,0.911412903,0.930237813,0.572130238
MAGEB2,1.21E-05,0,0,0,0,0,0,0,3,0,0,0.870243741,0.480118917,0.911611488,0.930241554,0.57217881
MAGIX,1.11E-05,0,0,0,0,0,0,0,0,0,0,0.880643155,0.48011444,0.906648016,0.930245295,0.572253536
